"","id","neweth","q1a","q1b","q1c","q2af","q2acf","q2bf","q2bcf","q2cf","q2ccf","q3a","q3b","q3c","q4a","q4b","q4c","q5af","q5acf","q5bf","q5bcf","q5cf","q5ccf","q6a","q6b","q6c","length","pt2_a","pt2_b","pt2_c","pt2_d","pt2_e","pt2_f","pt2_g","pt2_h","pt3_1","pt3_2","pt3_3","pt3_4","pt3_5","pt3_6","pt3_7","pt3_8","pt3_9","pt3_10","pt3_11","pt3_12","pt4_a","pt4_b","pt4_c","pt4_d","pt4_e","pt4_f","pt5_a","pt5_b","pt5_c","pt5_d","pt5_e","pt5_f","pt5_g","pt5_h","pt5_i","pt5_j","pt5_k","pt5_l","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p6_7","p6_8","p6_9","p6_10","p6_11","p6_12","pt7_a","pt7_b","pt7_c","pt7_d","pt7_e","pt7_f","pt7_g","pt7_h","pt7_i","pt7_j","pt7_k","pt7_l","pt7_m","pt7_n","pt8_1","pt8_2","pt8_3","pt8_4","pt8_5","pt8_6","pt8_7","pt8_8","pt8_9","pt8_10","pt8_11","pt8_12","pt8_13","pt8_14","pt8_15","pt8_16","pt8_17","pt8_18","pt8_19","pt8_20","pt8_21","pt8_22","pt8_23","pt8_24","pt9_a","pt9_b","pt9_c","pt9_d","pt9_e","pt9_f","pt9_g","pt9_h","pt9_i","pt9_j","pt9_k","pt9_l","pt10_wb","pr10_wg","pt10_wp","pr10_wh","pt10_wn","pt10_ab","pr10_ag","pt10_ap","pr10_ah","pt10_an","pt11_a","pt11_b","pt11_c","pt11_d","pt11_e","pt11_f","pt11_g","pt11_h","pt11_i","pt11_j","pt11_k","pt11_l","pt11_LR","pt11_m","pq12_a","pq12_b","pq12_c","pq12_d","pq12_e","pq12_f","pq12_g","pq12_g2","pq12_h","pq12_h2","last24mj","weeklymj","filter_$","st_a","st_b","st_c","st_d","st_e","st_f","st_g","st_h","st_i","st_j","st_k","st_l","D_ASIS","racemiss","eth_id","qual_p1","qual_p2","qual_p3","qxq1","qxq2","qxq3","negc_p1","negc_p2","negc_p3","pt4_dr","pt4_fr","pt1","pt2","pt3","p3_1r","p3_3r","p3_6r","p3_10r","p3_11r","p3_12r","anx1","anx2","anx3","p6_1r","p6_3r","p6_5r","p6_7r","p6_9r","p6_11r","negatt1","negatt2","negatt3","ster1","ster2","ster3","realth1","realth2","realth3","symbth1","symbth2","symbth3","pt11_ar","pt11_cr","missing","st_ar","st_er","st_gr","st_fr"
"25",125,1,10,2,3,NA,5,0,0,25,3,10,4,4,10,0,7,NA,10,0,0,25,10,10,0,5,4,4,10,10,5,10,10,5,0,1,1,8,1,1,8,0,1,1,8,9,8,7,0,0,0,9,1,10,2,6,2,2,5,10,1,8,9,5,9,0,9,0,9,0,9,0,9,0,9,0,9,7,1,2,9,0,2,2,0,2,2,0,9,0,7,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,3,0,9,0,5,9,5,4,0,9,1,5,0,5,5,9,0,0,0,5,0,2,6,4,6,4,1,4,2,2,4,8,8,9,5,8,9,9,4,9,9,8,7,2,9,1,21,3,1,1,2,5,148,6,NA,0,0,1,90,2,30,0,10,25,90,0,0,0,25,0,-0.819146135920745,0,14,14,15,20,28,0,0,19,8,16,9,8,7,9,17,8,1,1,1,0,1,11,3,3,9,9,9,9,9,9,36,36,36,32,25,50,5,0,0,13,14,18,1,0,0,0,36,0,24
"26",126,1,10,10,10,NA,NA,NA,NA,NA,NA,10,6,3,10,6,7,NA,NA,NA,NA,NA,NA,10,4,3,96,8,8,10,8,8,6,1,3,3,3,5,8,5,5,7,6,6,4,8,5,4,0,0,1,1,0,4,8,9,10,2,10,3,8,1,10,10,10,7,5,5,5,8,4,5,5,6,8,6,5,7,7,5,2,5,2,3,6,5,5,0,0,0,0,1,6,7,6,6,7,5,5,8,5,8,7,9,9,8,9,8,7,5,3,7,8,6,7,9,0,0,2,9,8,9,0,0,2,1,2,2,2,1,3,2,4,4,5,6,4,7,8,4,8,7,8,8,3,8,7,9,2,7,2,1,19,4,4,5,1,6,NA,6,NA,0,0,1,36,0,0,20,18,80,27,0,0,20,10,20,-0.290472472526288,0,23,16,18,14,160,108,56,26,21,0,8,9,4,8,10,6,4,4,5,1,4,21,22,16,2,4,1,4,3,3,16,14,19,20,80,40,20,23,28,35,23,28,2,5,0,0,0,0,1
"27",127,-1,10,7,7,15,6,0,0,2,1,10,8,6,10,7,9,15,6,0,0,0,0,10,7,8,24,5,7,10,6,8,9,1,3,7,4,6,7,6,6,3,4,6,5,7,5,5,7,6,6,8,4,8,4,8,7,5,9,9,4,4,7,8,7,4,7,2,7,5,6,3,5,2,7,2,5,2,2,2,0,5,0,0,3,1,0,0,0,0,7,0,0,1,1,0,0,1,1,2,0,0,3,3,6,1,2,5,1,1,1,2,0,5,6,8,2,4,4,5,6,9,1,1,5,5,6,3,4,3,5,2,1,4,3,4,3,5,3,7,3,7,7,8,4,6,8,6,7,2,9,-1,20,4,1,3,2,6,NA,6,NA,0,0,1,64,8,32,28,25,54,81,4,4,35,40,42,NA,1,12,12,16,17,84,112,119,11,4,7,3,5,12,9,13,2,3,3,4,2,4,16,16,16,5,7,4,6,7,7,26,21,26,68,62,122,2,2,5,12,8,13,4,2,0,3,24,0,6
"28",128,1,10,3,7,12,4,2,0,5,1,8,8,8,8,6,10,8,2,2,1,10,3,8,5,10,48,5,9,10,6,7,7,7,5,5,5,7,3,0,7,1,3,2,4,7,5,1,1,1,5,1,5,10,1,10,10,10,10,10,2,10,10,10,10,1,5,1,7,1,7,1,7,0,1,1,5,0,1,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,9,1,4,2,4,9,9,0,2,1,4,3,1,3,3,3,3,1,3,3,3,3,8,1,8,1,7,8,7,0,7,9,9,4,5,9,1,23,1,1,1,2,4,12,1,12,1,1,1,90,1,40,20,40,90,90,0,20,10,40,30,-0.834356330262146,0,4,14,16,14,42,96,70,2,4,2,4,4,2,5,5,4,2,2,5,2,4,14,6,13,8,8,8,8,9,8,28,30,23,61,110,110,0,0,0,9,0,9,1,1,0,0,5,0,0
"29",129,6,10,8,8,20,10,5,NA,5,NA,10,5,5,10,10,10,50,10,5,2,3,NA,10,7,7,52,7,10,10,5,10,10,10,2,6,6,8,3,3,6,0,0,1,6,6,6,0,0,0,0,0,9,6,6,6,6,6,6,6,6,6,6,6,6,0,5,0,5,5,5,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,1,6,0,6,0,0,0,6,5,3,9,9,5,5,9,5,9,0,2,2,5,5,4,4,4,4,4,4,4,4,4,4,9,5,7,5,6,9,8,5,8,9,9,0,9,9,6,21,2,3,3,1,3,12,3,12,1,1,1,54,54,30,30,54,30,54,0,12,12,30,30,-0.432434192879624,0,12,17,15,20,136,150,140,0,0,0,9,0,0,9,0,3,1,3,3,3,3,13,6,10,9,9,4,4,9,4,28,18,23,114,42,90,0,0,1,16,6,14,0,2,0,0,0,0,20
"30",130,1,10,7,8,15,10,0,0,0,0,10,8,8,10,8,8,15,15,3,3,1,1,10,8,8,24,8,10,10,9,10,10,0,5,8,1,9,0,0,8,0,0,1,6,9,8,6,4,3,2,3,6,9,2,1,1,6,8,9,1,1,1,2,3,0,7,0,8,0,7,0,8,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,6,0,3,3,2,7,4,6,0,3,1,1,3,4,4,2,9,0,0,0,3,6,9,0,0,1,2,3,1,1,1,1,1,1,1,1,1,1,6,5,6,4,7,8,8,7,7,8,5,6,3,9,1,18,3,3,5,2,6,NA,6,NA,0,0,1,81,0,0,0,18,48,81,0,0,1,4,9,-0.447640385164991,0,15,18,19,20,126,152,160,0,0,0,7,3,10,10,6,1,0,1,3,0,1,2,1,5,9,9,9,9,9,9,33,33,31,0,48,17,4,2,12,19,5,13,3,3,0,0,30,0,9
"31",131,1,10,2,3,10,5,0,0,4,0,10,3,4,10,2,10,8,3,2,0,0,0,10,4,1,48,1,9,10,5,5,5,0,3,8,2,6,6,1,8,0,2,1,8,8,8,7,3,7,5,9,0,5,3,3,4,2,9,4,4,2,4,6,8,0,6,0,8,2,6,1,8,0,5,3,7,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,3,0,5,0,9,0,2,1,4,5,7,0,0,2,5,0,3,2,3,4,2,2,3,3,3,4,9,0,9,0,7,9,7,4,8,8,8,7,2,8,1,19,3,3,1,2,6,48,6,NA,0,0,1,45,0,6,4,8,45,28,0,0,8,30,0,-0.469761713567905,0,0,10,15,10,20,30,40,2,2,2,4,9,10,11,18,1,3,1,1,1,1,12,4,4,9,9,7,8,9,6,32,29,27,10,45,60,0,0,1,6,1,8,0,0,0,0,45,14,8
"32",132,1,10,7,4,10,4,1,0,2,1,10,5,4,10,4,4,10,5,1,1,1,1,10,6,3,12,7,10,10,7,7,3,7,6,8,3,7,3,2,8,2,2,2,8,8,8,4,0,1,2,0,2,6,2,2,4,2,4,6,1,2,2,6,8,0,2,0,8,0,6,0,8,0,7,0,7,5,3,2,5,4,6,4,0,0,4,0,2,0,5,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,3,0,6,0,0,1,3,0,0,8,1,1,1,1,5,5,0,0,0,3,0,4,4,3,4,4,4,5,4,4,5,7,1,8,2,4,8,9,4,9,9,9,6,3,9,1,18,2,1,3,2,4,36,6,504,0,0,1,48,2,2,4,2,20,30,0,0,0,18,0,-0.478691013643464,0,6,17,17,10,119,68,60,19,14,7,7,7,4,8,7,1,2,1,1,1,1,9,7,5,9,9,9,9,9,9,28,32,32,8,20,36,0,0,6,4,6,4,2,1,0,5,72,20,28
"33",133,1,10,3,5,20,3,2,0,4,2,10,3,3,10,2,4,50,10,3,0,6,2,10,2,9,48,2,8,10,6,10,10,4,2,7,3,7,4,2,8,2,3,2,8,7,7,4,0,0,2,5,5,8,3,3,3,4,5,5,2,2,4,6,8,0,7,0,8,0,7,1,8,0,5,1,6,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,6,3,1,3,3,3,5,2,4,2,5,6,4,6,1,4,1,4,6,3,6,6,9,3,2,5,7,3,5,0,0,3,4,4,3,4,4,4,4,4,4,4,4,4,8,5,5,5,3,7,7,2,3,6,6,7,2,9,1,18,4,3,1,2,6,NA,6,NA,0,0,1,72,9,6,15,28,15,25,0,0,12,24,32,-0.718484167025926,0,15,10,16,20,30,32,40,4,1,1,7,4,4,7,9,2,2,1,1,2,2,11,8,7,9,9,9,8,9,8,33,32,28,30,15,80,11,10,13,21,10,21,1,4,0,0,14,24,36
"34",134,1,10,3,1,20,5,0,0,1,0,10,2,0,10,4,0,50,5,2,0,2,0,10,3,0,12,1,9,10,0,10,10,3,0,4,7,1,8,5,3,5,1,9,7,5,7,2,0,0,3,3,4,8,2,5,2,5,5,8,1,1,2,5,3,0,6,2,6,0,3,1,8,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,1,0,0,1,2,3,1,8,5,2,0,7,5,9,1,1,5,3,4,3,3,5,5,5,3,4,5,5,6,0,4,0,8,4,6,7,1,9,9,8,2,7,9,1,20,4,1,1,2,6,NA,6,NA,0,0,1,64,10,10,0,35,25,72,1,1,10,15,12,-0.201623756235302,0,30,10,10,20,30,40,60,1,0,6,6,5,2,6,8,5,8,6,2,4,2,28,17,17,9,7,9,8,9,8,28,28,26,20,27,42,0,0,1,5,1,7,9,9,0,3,12,0,24
"35",135,1,10,10,10,150,40,80,10,30,10,10,8,7,10,9,8,100,50,100,30,50,10,10,9,8,63,8,10,10,10,10,10,8,8,7,1,8,1,1,8,0,0,1,8,8,9,9,9,7,1,7,0,5,1,5,3,1,6,6,1,1,2,6,5,0,7,0,8,0,7,0,8,0,7,0,8,3,3,2,3,1,1,1,0,3,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,0,1,2,0,3,2,2,2,3,9,0,0,5,6,9,9,0,0,3,5,3,3,4,3,5,3,2,3,3,2,3,5,5,5,5,6,9,9,3,8,9,9,0,9,9,1,18,3,1,1,2,2,48,2,10,1,1,1,45,0,0,15,6,54,54,0,0,6,30,15,-0.502267928411835,0,18,18,20,20,180,180,180,12,7,5,8,9,18,15,16,2,1,1,1,1,0,5,2,3,9,9,9,9,9,9,33,33,33,15,54,75,0,0,1,9,6,9,4,4,0,0,30,0,0
"36",136,1,10,7,6,30,15,2,0,3,0,10,8,9,10,9,8,15,10,1,0,0,0,10,3,2,24,3,8,9,5,9,8,4,5,8,2,7,1,1,8,1,1,1,7,7,7,7,4,4,5,5,3,9,2,4,3,1,9,9,2,3,5,8,8,1,5,0,8,0,7,1,6,0,5,1,4,1,4,2,2,0,7,0,0,2,6,2,0,0,1,1,0,1,1,0,2,1,2,2,1,2,0,3,1,2,3,1,6,1,2,3,1,3,1,8,3,0,0,5,5,9,0,0,1,5,0,3,5,5,4,3,3,4,5,4,3,8,4,7,2,3,8,3,0,1,4,3,7,2,9,1,19,3,1,3,2,4,48,2,36,0,1,1,72,6,0,0,5,45,81,0,0,5,40,0,-0.0861932204468182,0,9,11,14,17,77,126,51,9,15,3,4,6,11,8,11,1,2,1,2,2,2,6,4,7,8,9,9,8,9,8,30,30,26,6,45,80,3,5,5,9,10,8,1,2,0,2,40,0,8
"37",137,4,10,10,10,10,4,7,1,4,3,10,10,3,10,10,10,5,1,2,0,1,2,10,10,3,25,10,7,10,8,8,10,6,3,7,9,7,6,4,7,0,1,0,5,9,7,0,2,0,4,0,0,8,3,3,2,7,8,9,1,3,2,5,6,1,6,0,9,5,6,0,6,0,0,0,6,0,5,5,5,5,7,7,7,6,6,0,3,0,9,2,0,5,3,3,5,5,3,6,3,0,0,3,9,4,0,5,5,2,3,5,3,6,3,9,0,0,0,8,8,9,0,0,4,5,2,4,3,4,4,2,4,5,5,5,4,9,0,9,2,3,7,9,4,9,9,9,9,0,9,4,18,3,3,4,2,4,240,6,NA,0,0,1,72,0,0,0,56,64,81,0,0,8,25,12,-0.206323560205404,0,2,17,18,18,170,180,180,20,33,12,5,9,2,5,9,2,2,2,4,0,2,19,7,6,8,9,4,9,9,9,32,25,24,0,64,62,10,16,9,16,15,17,0,0,0,0,4,0,3
"38",138,1,10,5,7,10,2,8,1,15,1,10,5,7,3,10,10,25,2,15,3,20,4,5,10,10,38,10,10,10,10,10,10,7,8,7,5,5,0,5,6,3,0,0,5,6,9,7,5,3,1,8,0,9,1,2,2,8,7,9,2,2,3,2,2,0,6,0,8,5,7,0,8,0,5,0,7,5,5,3,6,0,4,5,1,6,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,1,0,3,0,0,0,3,5,0,9,0,1,1,3,5,9,0,0,3,3,1,4,4,3,4,3,4,4,3,4,3,7,5,9,5,9,9,8,0,8,9,7,9,0,9,1,24,1,3,4,1,5,96,6,NA,0,0,1,81,0,2,2,24,35,81,0,0,9,6,2,-0.181099220208812,0,12,20,20,20,100,200,200,19,22,1,8,9,12,11,17,2,4,3,4,3,0,11,11,7,9,9,4,9,9,9,32,28,30,4,35,14,0,0,1,7,3,8,2,0,0,0,18,0,16
"39",139,1,10,10,6,10,10,5,NA,2,NA,10,9,6,10,4,3,10,10,2,NA,2,NA,10,5,3,38,8,10,10,9,10,10,3,5,7,3,6,5,1,7,1,0,3,8,8,8,5,2,0,4,2,3,9,1,1,2,9,5,8,1,1,1,1,1,0,8,0,7,0,6,0,8,0,7,3,7,0,1,1,0,0,1,1,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,1,1,1,0,5,1,2,0,0,0,0,0,0,0,0,9,1,1,1,8,5,7,1,1,2,3,1,3,4,3,4,4,2,4,2,4,4,7,1,8,1,3,8,5,2,5,8,6,8,1,9,1,20,2,3,3,2,6,NA,6,NA,0,0,1,81,1,1,2,72,25,56,1,1,2,3,1,-0.842156621862456,0,5,18,19,20,180,76,100,2,2,3,5,6,7,5,8,2,3,2,1,1,1,13,4,6,9,9,9,9,9,6,33,32,29,4,27,7,3,0,4,8,0,0,2,1,0,0,2,6,24
"40",140,3,10,8,10,11,6,2,1,5,4,10,7,5,10,7,10,6,3,1,2,10,5,10,10,10,52,8,9,5,8,10,10,10,9,6,2,6,7,3,6,2,1,6,7,7,7,5,2,1,3,8,0,6,3,7,7,8,9,8,2,1,6,8,7,2,7,1,7,0,9,0,8,0,8,0,8,1,0,2,0,5,0,1,0,2,0,0,7,0,6,1,1,3,0,0,1,1,0,1,0,1,0,5,0,3,0,0,4,2,4,6,3,6,0,9,0,2,7,7,8,9,0,0,5,5,3,2,4,2,3,3,3,3,2,3,3,5,7,3,9,7,9,9,6,8,9,9,0,9,8,3,20,3,1,1,2,3,17,2,40,0,1,1,54,0,14,49,56,72,72,0,0,30,40,21,0.252007048673168,0,26,17,13,20,136,91,200,8,3,13,6,9,7,7,17,3,3,3,2,2,2,15,9,12,7,8,9,9,9,9,29,35,34,63,72,101,5,2,2,8,10,15,4,6,0,0,6,0,2
"41",141,1,10,1,4,70,20,6,1,12,7,10,5,6,10,0,3,70,30,0,0,10,2,10,0,3,12,6,10,10,5,8,9,0,2,4,2,4,4,5,4,2,6,5,7,7,8,2,0,1,9,1,1,8,2,8,9,5,7,7,4,7,4,9,9,6,6,2,7,7,3,3,6,0,0,5,5,3,5,3,6,4,3,5,0,6,2,0,5,0,7,1,1,5,3,2,5,5,7,4,2,4,2,6,9,4,6,3,5,4,6,4,7,8,5,6,4,1,2,8,5,5,1,1,1,3,3,1,3,3,3,4,1,3,5,2,5,5,7,3,6,1,9,7,2,7,7,3,6,3,9,1,19,2,2,5,2,6,1440,6,NA,0,0,1,48,8,8,18,40,35,35,4,7,4,27,27,-1.11048197243138,0,23,16,15,17,16,0,0,21,16,12,0,8,2,1,9,5,5,5,2,2,1,16,18,10,3,7,2,6,9,4,23,17,18,34,46,81,10,19,12,25,18,24,4,6,0,9,6,16,16
"42",142,1,10,5,8,20,4,0,0,10,0,9,1,2,10,1,1,15,4,0,0,4,0,10,1,3,48,0,10,1,1,7,5,0,5,6,7,7,1,1,7,1,1,1,7,5,7,1,0,0,2,7,1,10,1,4,1,10,3,9,1,1,5,1,1,0,8,0,8,0,5,0,5,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,9,0,2,5,5,7,9,0,0,6,4,7,3,3,3,2,2,3,3,3,3,3,5,2,7,2,2,5,5,2,8,7,6,8,1,5,1,52,3,3,2,2,4,30,6,NA,0,0,1,90,0,8,5,50,21,81,0,0,30,4,7,-0.391589347817136,0,10,10,2,12,50,2,12,0,0,NA,7,8,1,7,15,3,2,2,2,4,2,13,5,9,9,9,9,9,9,9,34,28,29,13,21,15,0,0,3,1,0,10,4,2,0,0,4,0,16
"43",143,1,10,8,10,5,3,3,1,3,0,10,8,7,10,10,10,4,3,1,3,0,1,10,10,10,66,8,10,10,9,9,10,5,8,7,2,7,1,1,8,0,0,0,7,9,7,6,2,6,1,4,1,8,1,2,3,5,8,8,2,1,3,3,3,2,8,7,9,1,7,NA,9,0,7,0,7,2,2,1,1,1,1,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,8,1,5,6,4,7,9,0,2,4,6,5,4,4,4,4,4,4,4,4,4,4,5,6,6,5,2,5,6,0,7,9,9,5,4,9,1,19,2,1,NA,2,4,36,3,24,1,1,1,64,1,10,18,20,56,72,0,2,12,18,15,-0.0472657921350501,0,18,18,19,19,144,190,190,7,6,3,8,8,8,14,12,2,2,1,2,0,2,7,2,4,7,2,8,NA,9,9,26,NA,32,29,58,51,0,0,0,10,0,0,4,3,0,3,30,0,6
"44",144,-1,10,10,8,17,3,1,0,5,2,10,10,10,10,5,10,20,4,1,1,10,2,10,5,10,1,7,10,10,5,8,8,4,5,7,2,7,2,2,7,2,2,2,7,8,7,7,6,5,2,7,2,5,2,7,7,1,8,5,2,2,7,7,7,0,5,0,8,0,6,0,5,0,5,0,6,5,5,5,0,0,0,0,0,5,5,0,0,0,5,0,0,0,6,0,3,5,1,0,0,0,0,0,7,2,3,0,3,0,0,1,0,7,1,8,0,5,4,5,8,8,0,0,4,4,3,1,4,4,4,4,1,4,4,4,4,9,2,9,2,6,7,4,0,6,8,7,7,2,9,-1,19,3,2,2,1,6,504,6,NA,0,0,1,40,0,35,28,5,64,40,0,0,28,28,21,-0.0663866552318211,1,4,17,15,16,170,75,80,15,10,5,7,7,13,12,14,2,2,2,2,1,2,8,8,7,9,9,9,9,9,9,31,29,29,63,64,77,6,9,0,12,3,9,0,0,0,6,40,6,3
"45",145,-1,10,2,2,10,5,0,0,0,1,10,1,2,10,2,3,10,5,0,0,0,1,10,0,0,12,2,10,10,6,6,10,0,0,9,0,9,0,0,9,0,0,0,9,9,9,2,1,0,7,0,8,9,3,5,5,5,9,7,1,2,1,6,10,0,6,0,9,0,6,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,4,0,0,0,0,9,0,6,0,0,0,0,0,3,9,6,9,0,0,2,8,9,9,0,0,0,3,7,3,4,3,5,4,3,4,3,5,4,9,0,9,0,9,9,6,5,5,7,5,6,3,9,-1,20,3,2,2,2,6,NA,6,NA,0,0,1,81,0,0,10,40,81,63,0,0,0,18,70,-0.873670540743935,1,0,12,16,16,24,32,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,33,30,29,10,81,106,4,6,4,15,0,18,0,0,0,0,6,0,0
"46",146,1,10,10,10,3,6,2,0,4,1,10,3,3,10,10,10,15,6,2,2,15,4,8,5,10,48,4,10,10,7,10,10,6,10,9,0,9,0,8,9,0,0,0,9,9,9,5,3,3,5,4,0,6,1,2,3,2,9,9,2,1,9,6,4,0,5,0,9,3,7,5,9,0,5,0,5,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,3,0,6,0,0,0,0,4,1,9,1,0,0,5,7,8,0,0,2,4,5,4,4,4,4,4,4,4,4,4,4,6,6,9,5,6,9,4,2,6,9,6,4,5,9,1,20,3,1,1,2,5,96,6,NA,0,0,1,54,1,0,0,10,63,72,0,0,18,24,20,-0.436794778925875,0,14,14,17,20,140,170,100,3,0,1,4,9,8,7,13,0,0,0,0,0,0,0,8,0,9,9,6,4,9,9,32,26,28,1,63,68,0,1,0,13,6,5,3,0,0,0,36,2,4
"47",147,3,10,8,10,6,3,3,2,2,1,10,10,7,10,10,10,5,5,1,2,0,0,10,5,5,96,9,10,10,10,8,10,9,7,6,6,5,5,5,5,0,0,5,9,5,9,6,5,5,1,3,5,3,2,3,2,2,8,3,3,3,8,8,8,5,6,0,9,0,5,5,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,9,0,4,4,9,9,9,0,0,1,5,5,4,4,4,4,4,5,4,4,4,4,3,5,9,3,0,9,3,0,3,9,3,9,0,9,3,18,3,3,5,2,4,96,4,96,0,0,1,27,0,12,8,18,72,27,0,0,8,40,40,-0.486344740749843,0,14,19,20,18,152,200,90,1,0,2,8,4,11,13,7,3,4,4,0,4,0,18,9,9,4,9,9,4,9,9,28,23,23,20,72,120,0,0,0,0,0,12,6,0,0,0,0,0,0
"48",148,1,10,3,3,50,10,3,0,0,0,10,6,9,10,8,10,100,10,10,0,13,2,10,10,10,60,2,10,10,4,9,10,3,6,7,1,8,2,2,8,1,0,1,8,8,8,0,0,0,5,6,8,10,1,3,2,9,5,9,2,1,9,6,9,0,5,0,8,0,4,0,9,0,3,9,8,1,2,0,0,1,3,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,8,1,1,1,3,4,9,0,1,4,5,4,4,5,3,5,3,3,5,3,5,3,1,8,6,3,5,7,3,0,1,7,4,5,4,9,7,18,2,1,5,2,4,84,6,672,0,0,1,80,1,3,2,27,20,81,0,1,36,30,36,-0.336337508058846,0,22,12,14,19,36,112,190,4,5,3,4,1,0,4,7,2,1,1,1,1,1,6,4,4,9,9,9,9,9,0,31,31,20,6,21,96,1,0,1,3,2,1,8,3,0,1,12,0,30
"49",149,1,10,9,7,15,8,4,1,6,1,10,7,4,10,10,8,30,12,5,3,12,3,10,8,10,84,9,10,10,9,9,10,6,7,6,3,7,2,3,7,2,1,3,8,8,9,6,6,5,1,9,1,8,1,2,3,7,8,9,2,2,2,4,2,0,7,0,8,0,7,0,8,0,8,0,7,1,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,1,1,0,0,0,0,3,0,0,0,3,8,0,1,0,3,0,0,1,0,7,0,8,2,3,3,7,8,8,1,1,1,5,1,3,3,3,3,3,3,3,3,3,3,7,3,1,2,0,9,7,0,8,9,9,6,3,9,1,20,2,1,5,2,4,16,6,NA,0,0,1,64,2,6,9,49,64,72,2,2,2,20,2,-0.018045685666179,0,15,19,19,19,171,190,152,5,0,9,8,8,12,13,17,3,2,2,1,1,0,10,8,5,9,9,9,9,9,9,33,33,33,17,68,42,2,0,3,12,3,8,2,8,0,3,8,2,3
"50",150,3,8,2,5,12,3,2,1,3,1,10,1,10,9,7,7,5,2,10,3,6,2,9,9,7,51,6,10,10,8,10,9,3,4,4,6,5,7,7,3,7,6,5,3,7,4,2,2,6,5,4,4,7,3,2,4,2,9,2,4,3,2,10,8,7,6,3,7,3,7,6,7,2,4,4,7,6,8,6,2,1,7,3,9,9,7,4,3,0,7,2,7,6,2,1,1,2,0,0,5,1,0,8,4,7,5,3,8,1,1,3,2,4,5,9,1,4,6,8,6,9,0,2,4,3,3,2,4,3,3,4,5,4,4,4,6,2,8,1,7,9,9,9,3,8,8,6,4,5,9,3,18,3,3,1,2,5,120,6,NA,0,0,1,63,3,8,24,16,54,18,0,6,8,30,24,-0.634416467970282,0,30,16,18,19,32,126,171,23,35,14,4,5,4,10,9,5,4,6,6,2,5,22,26,18,2,6,6,3,7,5,21,23,23,35,60,84,17,4,6,24,13,14,7,8,0,0,9,0,6
"51",151,4,10,3,8,NA,10,1,0,3,1,10,6,7,10,0,3,NA,10,0,0,0,0,10,0,4,2,3,10,9,8,10,10,7,2,9,8,8,0,0,8,1,1,2,8,8,8,7,4,3,4,4,2,9,1,3,2,7,7,9,1,1,5,5,2,0,7,0,8,0,8,0,8,0,9,0,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,1,9,0,2,0,0,0,0,0,6,0,3,9,0,2,1,9,5,9,1,1,3,3,5,2,3,2,2,2,2,3,2,2,2,3,6,3,6,7,9,9,3,5,9,7,8,1,9,7,18,2,1,3,2,6,NA,6,NA,0,0,1,81,0,6,2,63,35,81,1,1,15,15,10,-1.07243192722993,0,24,13,17,20,39,0,0,1,2,1,5,7,11,8,11,0,1,1,1,1,1,9,3,5,9,9,9,9,9,9,33,34,35,8,37,40,0,0,8,12,0,9,6,6,0,0,0,0,16
